"","Space","Rooms","Price","Height","CurrentFloor","TotalFloors","BuildingType","Condition","Baths","Region"
"2075",67,3,165000,2.8,5,6,"Panel","Newly repaired","1","Center"
"2076",73,3,130000,3.2,3,4,"Panel","Newly repaired","1","Center"
"2077",160,4,160000,2.8,5,5,"Panel","Newly repaired","1","Arabkir"
"2078",97,3,165000,3,5,5,"Panel","Newly repaired","1","Center"
"2079",125,3,280000,3,7,12,"Panel","Newly repaired","2","Arabkir"
"2080",142,5,160000,3,5,5,"Panel","Newly repaired","2","Arabkir"
"2081",67,1,84000,2.8,17,17,"Panel","Newly repaired","1","Arabkir"
"2082",100,3,88000,3.2,4,14,"Panel","Newly repaired","1","Arabkir"
"2083",94,3,80000,2.8,4,12,"Panel","Newly repaired","1","Arabkir"
"2084",85,3,95000,2.8,1,14,"Panel","Newly repaired","1","Arabkir"
"2085",82,3,99000,3,4,5,"Panel","Newly repaired","1","Arabkir"
"2086",72,2,90000,2.8,7,7,"Panel","Newly repaired","1","Arabkir"
"2087",70,3,90000,2.8,1,3,"Panel","Newly repaired","1","Arabkir"
"2088",73,2,92000,3,1,5,"Panel","Newly repaired","1","Arabkir"
"2089",72,3,95000,3.2,2,5,"Panel","Newly repaired","1","Arabkir"
"2090",95,3,80000,2.8,4,9,"Panel","Newly repaired","2","Arabkir"
"2091",82,3,80000,2.8,5,5,"Panel","Newly repaired","2","Arabkir"
"2092",78,3,84000,2.8,3,4,"Panel","Newly repaired","1","Arabkir"
"2093",96,3,85000,2.8,10,16,"Panel","Newly repaired","1","Arabkir"
"2094",82,3,85000,2.8,2,9,"Panel","Newly repaired","1","Arabkir"
"2095",100,3,85000,2.8,9,9,"Panel","Newly repaired","1","Arabkir"
"2096",68,2,92000,2.8,7,16,"Panel","Newly repaired","1","Center"
"2097",50,1,80000,3.2,2,4,"Panel","Newly repaired","1","Center"
"2098",50,1,80000,3,2,4,"Panel","Newly repaired","1","Center"
"2099",40,1,80000,2.8,10,11,"Panel","Newly repaired","1","Center"
"2100",75,2,95000,3,3,4,"Panel","Newly repaired","1","Center"
"2101",44,1,90000,2.8,7,11,"Panel","Newly repaired","1","Center"
"2102",91,3,95000,3,6,6,"Panel","Newly repaired","1","Center"
"2103",130,3,150000,2.8,1,7,"Panel","Newly repaired","1","Arabkir"
"2104",100,4,80000,2.8,2,3,"Panel","Newly repaired","1","Center"
"2105",40,1,51500,2.8,5,11,"Panel","Newly repaired","1","Center"
"2106",61,2,45000,3,8,9,"Panel","Newly repaired","1","Avan"
"2107",63,2,52000,2.8,14,16,"Panel","Newly repaired","1","Center"
"2108",40,1,51500,2.8,9,11,"Panel","Newly repaired","1","Center"
"2109",34,1,46000,2.8,2,5,"Panel","Newly repaired","1","Center"
"2110",72,2,79000,3.2,3,5,"Panel","Newly repaired","2","Center"
"2111",98,3,1e+05,2.8,2,9,"Panel","Newly repaired","1","Center"
"2112",60,3,38000,2.8,9,9,"Panel","Newly repaired","1","Arabkir"
"2113",198,4,650000,3,7,12,"Panel","Newly repaired","1","Center"
"2114",205,4,640000,3,9,14,"Panel","Newly repaired","3","Center"
"2115",140,3,330000,3,5,11,"Panel","Newly repaired","2","Center"
"2116",157,4,690000,3,6,9,"Panel","Newly repaired","2","Center"
"2117",177,4,345000,3,8,9,"Panel","Newly repaired","2","Center"
"2118",180,4,275000,3,4,8,"Panel","Newly repaired","2","Center"
"2119",207,4,420000,3,3,7,"Panel","Newly repaired","3","Center"
"2120",150,3,142500,2.8,3,7,"Panel","Newly repaired","1","Center"
"2121",156,4,187200,2.8,6,7,"Panel","Newly repaired","2","Center"
"2122",151,3,450000,2.8,5,6,"Panel","Newly repaired","3","Center"
"2123",264,5,337000,2.8,12,13,"Panel","Newly repaired","1","Center"
"2124",167,4,178000,3.2,16,22,"Panel","Newly repaired","1","Center"
"2125",173,4,550000,3,16,23,"Panel","Newly repaired","3","Center"
"2126",144,3,530000,3.2,10,10,"Panel","Newly repaired","1","Center"
"2127",210,5,560000,3,13,16,"Panel","Newly repaired","2","Center"
"2128",160,4,330000,3,7,7,"Panel","Newly repaired","2","Center"
"2129",150,4,220000,3,4,6,"Panel","Newly repaired","2","Center"
"2130",190,4,450000,3,13,17,"Panel","Newly repaired","2","Center"
"2131",140,3,330000,3,11,13,"Panel","Newly repaired","2","Center"
"2132",142,4,350000,3,6,15,"Panel","Newly repaired","2","Center"
"2133",247,6,620000,3.2,12,16,"Panel","Newly repaired","2","Center"
"2134",150,4,255000,2.8,5,9,"Panel","Newly repaired","1","Center"
"2135",160,4,280000,2.8,5,16,"Panel","Newly repaired","1","Center"
"2136",210,4,640000,3,9,14,"Panel","Newly repaired","3","Center"
"2137",174,4,540000,3.2,7,15,"Panel","Newly repaired","3","Center"
"2138",180,4,330000,3,9,15,"Panel","Newly repaired","1","Center"
"2139",160,4,285000,2.8,7,7,"Panel","Newly repaired","1","Center"
"2140",190,4,450000,2.8,13,17,"Panel","Newly repaired","2","Center"
"2141",190,4,450000,3,13,17,"Panel","Newly repaired","1","Center"
"2142",164,3,3e+05,3.2,2,8,"Panel","Newly repaired","2","Center"
"2143",220,4,440000,3,4,15,"Panel","Newly repaired","3","Center"
"2144",165,4,155000,3,9,10,"Panel","Newly repaired","2","Center"
"2145",235,5,420000,3,7,14,"Panel","Newly repaired","3","Center"
"2146",280,4,380000,2.8,6,10,"Panel","Newly repaired","2","Center"
"2147",180,4,540000,2.8,3,10,"Panel","Newly repaired","3","Center"
"2148",147,4,360000,2.8,7,15,"Panel","Newly repaired","1","Center"
"2149",193,4,279850,3,3,4,"Panel","Newly repaired","3","Center"
"2150",190,4,3e+05,3,2,9,"Panel","Newly repaired","2","Center"
"2151",165,4,360000,3,8,12,"Panel","Newly repaired","2","Center"
"2152",204,4,250000,3,8,8,"Panel","Newly repaired","3","Center"
"2153",220,4,425000,3,4,15,"Panel","Newly repaired","2","Center"
"2154",140,3,3e+05,3,13,17,"Panel","Newly repaired","2","Center"
"2155",142,4,380000,3,6,17,"Panel","Newly repaired","2","Center"
"2156",167,4,350000,3.2,6,9,"Panel","Newly repaired","2","Center"
"2157",163,4,260000,2.8,8,18,"Panel","Newly repaired","3","Center"
"2158",163,4,260000,3,6,18,"Panel","Newly repaired","3","Center"
"2159",206,4,3e+05,3,8,9,"Panel","Newly repaired","3","Center"
"2160",203,4,370000,3.2,7,10,"Panel","Newly repaired","2","Center"
"2161",180,4,5e+05,3,6,9,"Panel","Newly repaired","3","Center"
"2162",270,5,1200000,3,5,10,"Panel","Newly repaired","2","Center"
"2163",150,4,165000,2.8,4,12,"Panel","Newly repaired","1","Center"
"2164",145,3,168000,3,2,5,"Panel","Newly repaired","1","Center"
"2165",147,4,190000,2.8,6,6,"Panel","Newly repaired","1","Center"
"2166",189,4,4e+05,3,12,13,"Panel","Newly repaired","2","Center"
"2167",203,4,370000,2.8,7,10,"Panel","Newly repaired","2","Center"
"2168",64,2,76000,2.8,3,7,"Panel","Newly repaired","1","Arabkir"
"2169",62,2,56000,3.2,4,6,"Panel","Newly repaired","1","Arabkir"
"2170",210,4,385000,3,15,15,"Panel","Newly repaired","3","Center"
"2171",70,2,160000,3,2,9,"Panel","Newly repaired","1","Center"
"2172",52,2,69000,3,10,12,"Panel","Newly repaired","1","Davtashen"
"2173",96,3,102000,2.8,3,14,"Panel","Newly repaired","1","Avan"
"2174",79,3,82000,3,4,4,"Panel","Newly repaired","2","Arabkir"
"2175",80,3,72000,3,5,5,"Panel","Newly repaired","2","Arabkir"
"2176",207,4,420000,3,4,14,"Panel","Newly repaired","3","Center"
"2177",62,3,92500,3,3,14,"Panel","Newly repaired","1","Arabkir"
"2178",82,3,115000,3,2,4,"Panel","Newly repaired","2","Arabkir"
"2179",80,3,115000,3,9,14,"Panel","Newly repaired","1","Arabkir"
"2180",54,2,125000,3,4,10,"Panel","Newly repaired","1","Center"
"2181",110,5,225000,3,12,12,"Panel","Newly repaired","2","Arabkir"
"2182",92,3,140000,3,5,12,"Panel","Newly repaired","1","Arabkir"
"2183",85,3,105000,3,2,8,"Panel","Newly repaired","1","Arabkir"
"2184",127,4,130000,2.8,4,13,"Panel","Newly repaired","1","Arabkir"
"2185",80,2,1e+05,2.8,5,9,"Panel","Newly repaired","1","Arabkir"
"2186",127,4,119000,2.8,4,13,"Panel","Newly repaired","1","Arabkir"
"2187",129,3,145000,3,6,15,"Panel","Newly repaired","2","Arabkir"
"2188",110,4,2e+05,2.8,4,5,"Panel","Newly repaired","1","Arabkir"
"2189",150,2,105000,2.8,5,5,"Panel","Newly repaired","1","Arabkir"
"2190",85,3,110000,3,10,14,"Panel","Newly repaired","1","Arabkir"
"2191",125,4,150000,2.8,4,17,"Panel","Newly repaired","2","Arabkir"
"2192",146,3,110000,3.2,3,5,"Panel","Newly repaired","1","Arabkir"
"2193",130,4,123000,3,5,5,"Panel","Newly repaired","2","Arabkir"
"2194",87,3,105000,3,3,5,"Panel","Newly repaired","1","Arabkir"
"2195",108,3,111000,3,7,10,"Panel","Newly repaired","1","Arabkir"
"2196",144,3,432000,3,5,13,"Panel","Newly repaired","1","Center"
"2197",72,3,3e+05,2.8,1,5,"Panel","Newly repaired","1","Center"
"2198",184,3,225000,3.2,6,6,"Panel","Newly repaired","1","Center"
"2199",90,3,138000,2.8,4,10,"Panel","Newly repaired","1","Center"
"2200",130,3,310000,3.2,5,6,"Panel","Newly repaired","1","Center"
"2201",70,3,120000,3,3,5,"Panel","Newly repaired","1","Center"
"2202",231,5,192000,2.8,4,4,"Panel","Newly repaired","1","Center"
"2203",125,3,235000,3.2,6,11,"Panel","Newly repaired","1","Center"
"2204",78,3,123000,2.8,1,11,"Panel","Newly repaired","1","Center"
"2205",66,1,103000,2.8,10,11,"Panel","Newly repaired","1","Center"
"2206",79,2,155000,2.8,6,9,"Panel","Newly repaired","1","Center"
"2207",67,3,1e+05,3.2,5,5,"Panel","Newly repaired","1","Center"
"2208",80,3,175000,2.8,5,6,"Panel","Newly repaired","1","Center"
"2209",170,4,630000,3,5,9,"Panel","Newly repaired","2","Center"
"2210",60,2,135000,2.8,9,15,"Panel","Newly repaired","1","Center"
"2211",150,3,305000,3.2,5,5,"Panel","Newly repaired","2","Center"
"2212",67,2,118000,2.8,1,6,"Panel","Newly repaired","1","Center"
"2213",98,3,2e+05,2.8,4,5,"Panel","Newly repaired","1","Center"
"2214",95,3,210000,3,15,15,"Panel","Newly repaired","1","Center"
"2215",141,4,140000,3.2,3,3,"Panel","Newly repaired","1","Center"
"2216",88,3,180000,3.2,2,5,"Panel","Newly repaired","1","Center"
"2217",70,3,205000,3.2,3,4,"Panel","Newly repaired","1","Center"
"2218",107,3,209000,2.8,4,22,"Panel","Newly repaired","1","Center"
"2219",90,3,240000,3,2,5,"Panel","Newly repaired","1","Center"
"2220",99,1,112000,3.2,4,4,"Panel","Newly repaired","1","Center"
"2221",195,4,440000,3.2,11,18,"Panel","Newly repaired","1","Center"
"2222",95,3,155000,2.8,4,4,"Panel","Newly repaired","1","Center"
"2223",201,4,210000,3.2,3,4,"Panel","Newly repaired","1","Center"
"2224",55,3,125000,2.8,5,6,"Panel","Newly repaired","1","Center"
"2225",128,3,4e+05,2.8,8,8,"Panel","Newly repaired","1","Center"
"2226",96,3,130000,3,2,4,"Panel","Newly repaired","1","Center"
"2227",125,3,250000,3,4,10,"Panel","Newly repaired","1","Center"
"2228",60,2,140000,3,3,8,"Panel","Newly repaired","1","Center"
"2229",148,5,150000,2.8,4,4,"Panel","Newly repaired","1","Center"
"2230",120,4,2e+05,2.8,3,5,"Panel","Newly repaired","2","Center"
"2231",96,3,110000,2.8,8,9,"Panel","Newly repaired","2","Center"
"2232",78,2,115000,2.8,1,10,"Panel","Newly repaired","1","Center"
"2233",90,3,140000,2.8,2,10,"Panel","Newly repaired","2","Center"
"2234",57,2,123000,3,4,5,"Panel","Newly repaired","1","Center"
"2235",101,3,206000,3,2,5,"Panel","Newly repaired","1","Center"
"2236",196,5,270000,3.2,5,6,"Panel","Newly repaired","1","Center"
"2237",91,3,150000,3,7,9,"Panel","Newly repaired","1","Center"
"2238",107,4,155000,3,5,5,"Panel","Newly repaired","2","Center"
"2239",105,3,155000,2.6,4,6,"Panel","Newly repaired","1","Center"
"2240",55,2,133000,3,3,5,"Panel","Newly repaired","1","Center"
"2241",128,3,155000,3,2,10,"Panel","Newly repaired","2","Center"
"2242",74,3,145000,3.2,2,4,"Panel","Newly repaired","1","Center"
"2243",95,3,210000,3.2,15,15,"Panel","Newly repaired","1","Center"
"2244",81,2,210000,2.8,1,5,"Panel","Newly repaired","1","Center"
"2245",109,3,155000,3,3,5,"Panel","Newly repaired","2","Center"
"2246",87,3,102000,2.8,2,16,"Panel","Newly repaired","1","Arabkir"
"2247",84,3,125000,2.8,8,8,"Panel","Newly repaired","1","Arabkir"
"2248",56,2,130000,3.2,2,5,"Panel","Newly repaired","1","Center"
"2249",128,3,390000,3,8,8,"Panel","Newly repaired","1","Center"
"2250",170,6,142000,3,5,6,"Panel","Newly repaired","2","Center"
"2251",115,4,179000,2.8,5,5,"Panel","Newly repaired","1","Center"
"2252",72,3,114000,3,4,7,"Panel","Newly repaired","1","Arabkir"
"2253",92,3,113000,2.8,4,5,"Panel","Newly repaired","1","Arabkir"
"2254",100,4,125000,3,7,7,"Panel","Newly repaired","1","Arabkir"
"2255",92,3,110000,2.8,4,7,"Panel","Newly repaired","1","Arabkir"
"2256",105,4,135000,3.2,10,18,"Panel","Newly repaired","1","Arabkir"
"2257",115,3,115000,3,2,9,"Panel","Newly repaired","1","Arabkir"
"2258",180,4,245000,3,4,4,"Panel","Newly repaired","1","Center"
"2259",140,4,2e+05,2.8,3,6,"Panel","Newly repaired","1","Center"
"2260",76,2,130000,3,2,4,"Panel","Newly repaired","1","Center"
"2261",100,3,165000,2.8,9,9,"Panel","Newly repaired","1","Center"
"2262",110,3,180000,3,4,12,"Panel","Newly repaired","1","Arabkir"
"2263",135,4,160000,2.8,2,13,"Panel","Newly repaired","1","Arabkir"
"2264",100,1,1e+05,2.8,1,7,"Panel","Newly repaired","1","Arabkir"
"2265",72,3,114000,3,4,7,"Stone","Newly repaired","1","Arabkir"
"2266",92,3,113000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"2267",100,4,125000,3,7,7,"Stone","Newly repaired","1","Arabkir"
"2268",92,3,110000,2.8,4,7,"Stone","Newly repaired","1","Arabkir"
"2269",105,4,135000,3.2,10,18,"Stone","Newly repaired","1","Arabkir"
"2270",115,3,115000,3,2,9,"Stone","Newly repaired","1","Arabkir"
"2271",104,4,153000,3,2,3,"Stone","Newly repaired","2","Arabkir"
"2272",125,4,155000,3,5,16,"Stone","Newly repaired","2","Arabkir"
"2273",169,4,175000,3,8,14,"Stone","Newly repaired","1","Arabkir"
"2274",173,4,4e+05,3,13,22,"Stone","Newly repaired","2","Center"
"2275",89,3,135000,3,5,7,"Stone","Newly repaired","2","Arabkir"
"2276",124,3,205000,3,12,17,"Stone","Newly repaired","2","Center"
"2277",108,3,295000,2.8,13,16,"Stone","Newly repaired","1","Center"
"2278",90,3,110000,3.2,4,5,"Stone","Newly repaired","1","Arabkir"
"2279",82,3,135000,3.2,3,3,"Stone","Newly repaired","1","Center"
"2280",170,5,3e+05,3.2,5,5,"Stone","Newly repaired","2","Center"
"2281",135,4,250000,3,3,5,"Stone","Newly repaired","1","Center"
"2282",110,4,125000,2.8,2,5,"Stone","Newly repaired","1","Center"
"2283",102,2,130000,2.8,4,9,"Stone","Newly repaired","1","Center"
"2284",150,5,130000,3,1,5,"Stone","Newly repaired","2","Arabkir"
"2285",164,4,230000,3,9,17,"Stone","Newly repaired","2","Center"
"2286",118,3,188000,2.8,13,16,"Stone","Newly repaired","1","Arabkir"
"2287",99,4,117000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"2288",118,3,180000,2.8,13,16,"Stone","Newly repaired","2","Arabkir"
"2289",106,4,107000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"2290",140,3,120000,2.8,1,5,"Stone","Newly repaired","2","Arabkir"
"2291",150,4,160000,3,8,9,"Stone","Newly repaired","2","Arabkir"
"2292",105,3,260000,3,12,13,"Stone","Newly repaired","2","Center"
"2293",207,5,182000,2.8,5,5,"Stone","Newly repaired","2","Arabkir"
"2294",194,5,185000,2.8,4,4,"Stone","Newly repaired","2","Center"
"2295",125,3,195000,3,12,12,"Stone","Newly repaired","2","Arabkir"
"2296",105,4,140000,3,2,6,"Stone","Newly repaired","2","Center"
"2297",100,3,115000,2.8,5,9,"Stone","Newly repaired","1","Center"
"2298",140,3,2e+05,2.8,10,11,"Stone","Newly repaired","1","Arabkir"
"2299",78,2,250000,3,5,5,"Stone","Newly repaired","1","Arabkir"
"2300",83,3,113000,3,3,5,"Stone","Newly repaired","1","Arabkir"
"2301",80,3,110000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"2302",122,1,190000,2.8,4,12,"Stone","Newly repaired","2","Arabkir"
"2303",128,3,330000,2.8,7,9,"Stone","Newly repaired","1","Arabkir"
"2304",114,4,2e+05,3.2,4,4,"Stone","Newly repaired","1","Center"
"2305",78,2,107000,2.8,12,12,"Stone","Newly repaired","1","Center"
"2306",160,4,230000,3,4,4,"Stone","Newly repaired","1","Center"
"2307",81,3,103000,2.8,5,16,"Stone","Newly repaired","1","Center"
"2308",147,3,175000,3,2,8,"Stone","Newly repaired","2","Center"
"2309",190,4,450000,3.2,13,17,"Stone","Newly repaired","1","Arabkir"
"2310",110,5,115000,2.8,12,14,"Stone","Newly repaired","2","Arabkir"
"2311",114,4,155000,2.8,5,16,"Stone","Newly repaired","2","Arabkir"
"2312",80,2,165000,3,5,8,"Stone","Newly repaired","1","Center"
"2313",73,3,105000,2.8,4,5,"Stone","Newly repaired","1","Arabkir"
"2314",170,4,175000,3,2,4,"Stone","Newly repaired","2","Arabkir"
"2315",80,3,270000,3.2,2,5,"Stone","Newly repaired","1","Center"
"2316",148,4,360000,2.8,7,15,"Stone","Newly repaired","2","Center"
"2317",135,3,205000,3.2,4,4,"Stone","Newly repaired","2","Center"
"2318",141,4,350000,3,8,8,"Stone","Newly repaired","2","Center"
"2319",40,1,140000,3.2,1,6,"Stone","Newly repaired","1","Center"
"2320",91,4,102000,2.8,4,6,"Stone","Newly repaired","2","Arabkir"
"2321",110,4,125000,3.2,2,5,"Stone","Newly repaired","1","Arabkir"
"2322",137,3,135000,3,5,10,"Stone","Newly repaired","1","Arabkir"
"2323",87,3,120000,2.8,2,9,"Stone","Newly repaired","1","Center"
"2324",120,3,290000,2.8,5,10,"Stone","Newly repaired","1","Arabkir"
"2325",80,3,153000,3.2,5,5,"Stone","Newly repaired","1","Center"
"2326",70,2,125000,3,8,11,"Stone","Newly repaired","1","Center"
"2327",149,3,160000,3,12,13,"Stone","Newly repaired","2","Center"
"2328",273,4,225000,3.2,4,4,"Stone","Newly repaired","2","Center"
"2329",80,3,180000,2.8,4,4,"Stone","Newly repaired","1","Center"
"2330",150,5,370000,2.8,4,4,"Stone","Newly repaired","1","Center"
"2331",135,4,285000,3.2,9,9,"Stone","Newly repaired","3","Center"
"2332",241,5,850000,3,10,10,"Stone","Newly repaired","3","Center"
"2333",110,3,220000,3.2,7,7,"Stone","Newly repaired","1","Center"
"2334",197,5,430000,3,3,4,"Stone","Newly repaired","2","Center"
"2335",224,6,173000,2.8,4,6,"Stone","Newly repaired","2","Center"
"2336",172,4,180000,3,4,4,"Stone","Newly repaired","2","Center"
"2337",231,5,188000,3,4,4,"Stone","Newly repaired","2","Center"
"2338",170,4,180000,3,3,4,"Stone","Newly repaired","1","Center"
"2339",100,3,118000,2.8,2,9,"Stone","Newly repaired","1","Center"
"2340",149,3,157000,3.2,12,22,"Stone","Newly repaired","1","Center"
"2341",99,2,112000,3.2,4,4,"Stone","Newly repaired","1","Center"
"2342",207,4,435000,3.2,4,20,"Stone","Newly repaired","1","Center"
"2343",135,4,190000,3,3,4,"Stone","Newly repaired","1","Center"
"2344",90,3,110000,2.8,6,6,"Stone","Newly repaired","1","Center"
"2345",76,2,120000,3.2,3,3,"Stone","Newly repaired","1","Center"
"2346",124,3,305000,3.8,3,4,"Stone","Newly repaired","1","Center"
"2347",120,5,132000,2.8,2,5,"Stone","Newly repaired","1","Center"
"2348",200,4,170000,2.8,5,5,"Stone","Newly repaired","1","Center"
"2349",113,4,120000,2.8,1,5,"Stone","Newly repaired","1","Center"
"2350",90,4,120000,2.8,1,5,"Stone","Newly repaired","1","Center"
"2351",90,3,155000,3.2,3,4,"Stone","Newly repaired","1","Center"
"2352",185,4,3e+05,3.2,8,20,"Stone","Newly repaired","2","Center"
"2353",90,3,160000,3,1,9,"Stone","Newly repaired","1","Center"
"2354",80,3,155000,3.2,2,5,"Stone","Newly repaired","1","Center"
"2355",65,3,120000,3.2,3,5,"Stone","Newly repaired","1","Center"
"2356",81,3,102000,2.8,13,13,"Stone","Newly repaired","1","Center"
"2357",164,3,235000,3.2,11,11,"Stone","Newly repaired","1","Center"
"2358",153,4,260000,3,13,17,"Stone","Newly repaired","1","Center"
"2359",62,2,2e+05,3,4,5,"Stone","Newly repaired","1","Center"
"2360",53,2,125000,3.2,3,5,"Stone","Newly repaired","1","Center"
"2361",63,2,145000,3.2,7,9,"Stone","Newly repaired","1","Center"
"2362",115,2,2e+05,2.8,3,7,"Stone","Newly repaired","1","Center"
"2363",125,4,177000,3.2,10,10,"Stone","Newly repaired","1","Center"
"2364",177,4,320000,3,7,9,"Stone","Newly repaired","2","Center"
"2365",90,2,185000,3.2,5,5,"Stone","Newly repaired","1","Center"
"2366",93,3,150000,2.8,8,10,"Stone","Newly repaired","1","Center"
"2367",124,3,240000,3,4,5,"Stone","Newly repaired","1","Center"
"2368",120,3,295000,3.2,2,4,"Stone","Newly repaired","1","Center"
"2369",100,4,180000,2.8,4,5,"Stone","Newly repaired","1","Center"
"2370",125,4,107000,2.8,8,9,"Stone","Newly repaired","1","Center"
"2371",99,3,115000,2.8,7,10,"Stone","Newly repaired","1","Center"
"2372",90,3,110000,3,9,10,"Stone","Newly repaired","1","Center"
"2373",108,4,133000,3,6,10,"Stone","Newly repaired","1","Center"
"2374",110,3,160000,3,3,5,"Stone","Newly repaired","1","Center"
"2375",90,3,138000,3.2,4,11,"Stone","Newly repaired","1","Center"
"2376",111,4,156000,3,4,4,"Stone","Newly repaired","1","Center"
"2377",186,4,5e+05,3,14,15,"Stone","Newly repaired","2","Center"
"2378",95,3,115000,3,5,14,"Stone","Newly repaired","1","Center"
"2379",98,3,120000,2.8,2,4,"Stone","Newly repaired","1","Center"
"2380",77,3,180000,3.2,5,5,"Stone","Newly repaired","1","Center"
"2381",75,3,1e+05,2.8,2,10,"Stone","Newly repaired","1","Center"
"2382",50,2,180000,3.2,2,4,"Stone","Newly repaired","1","Center"
"2383",80,3,160000,3.2,2,5,"Stone","Newly repaired","1","Center"
"2384",120,3,180000,3,22,22,"Stone","Newly repaired","1","Center"
"2385",110,4,180000,3,5,5,"Stone","Newly repaired","1","Center"
"2386",120,3,173000,3,10,15,"Stone","Newly repaired","1","Center"
"2387",264,4,210000,2.8,6,6,"Stone","Newly repaired","1","Center"
"2388",102,3,160000,3,4,4,"Stone","Newly repaired","1","Center"
"2389",91,3,153000,3.2,3,5,"Stone","Newly repaired","1","Center"
"2390",100,3,125000,2.8,2,9,"Stone","Newly repaired","1","Center"
"2391",97,3,125000,2.8,2,9,"Stone","Newly repaired","1","Center"
"2392",90,3,130000,3.2,4,5,"Stone","Newly repaired","1","Center"
"2393",121,4,210000,3,4,6,"Stone","Newly repaired","1","Center"
"2394",110,3,216000,3,3,7,"Stone","Newly repaired","2","Center"
"2395",100,3,130000,2.8,6,11,"Stone","Newly repaired","1","Center"
"2396",203,5,385000,3,7,10,"Stone","Newly repaired","2","Center"
"2397",90,3,110000,2.8,4,11,"Stone","Newly repaired","1","Center"
"2398",160,5,230000,3,4,4,"Stone","Newly repaired","1","Center"
"2399",135,4,225000,3.2,3,9,"Stone","Newly repaired","1","Center"
"2400",80,3,120000,3,6,6,"Stone","Newly repaired","1","Center"
"2401",123,3,345000,3,10,16,"Stone","Newly repaired","2","Center"
"2402",108,4,158000,2.8,3,5,"Stone","Newly repaired","1","Center"
"2403",96,3,175000,2.8,5,5,"Stone","Newly repaired","1","Center"
"2404",60,2,2e+05,3,4,5,"Stone","Newly repaired","1","Center"
"2405",90,3,120000,2.8,6,6,"Stone","Newly repaired","1","Center"
"2406",78,2,135000,3,2,5,"Stone","Newly repaired","1","Center"
"2407",173,4,180000,3,4,4,"Stone","Newly repaired","2","Center"
"2408",165,4,250000,3,9,17,"Stone","Newly repaired","2","Center"
"2409",90,3,125000,2.8,3,3,"Stone","Newly repaired","1","Center"
"2410",109,4,170000,3,3,9,"Stone","Newly repaired","1","Center"
"2411",100,4,125000,2.8,4,5,"Stone","Newly repaired","1","Center"
"2412",115,3,143000,2.8,5,5,"Stone","Newly repaired","1","Center"
"2413",186,4,5e+05,3.2,14,16,"Stone","Newly repaired","1","Center"
"2414",73,2,170000,2.8,2,4,"Stone","Newly repaired","1","Center"
"2415",175,4,172000,3.2,1,4,"Stone","Newly repaired","2","Center"
"2416",180,5,210000,2.8,5,5,"Stone","Newly repaired","2","Center"
"2417",90,3,145000,3,3,5,"Stone","Newly repaired","2","Center"
"2418",120,4,255000,2.8,7,11,"Stone","Newly repaired","2","Center"
"2419",170,4,335000,3,3,12,"Stone","Newly repaired","1","Center"
"2420",82,3,120000,3.2,4,4,"Stone","Newly repaired","1","Center"
"2421",65,2,60000,2.8,5,9,"Stone","Newly repaired","1","Arabkir"
"2422",60,2,43000,3,13,16,"Stone","Newly repaired","1","Avan"
"2423",61,3,46000,2.8,5,12,"Stone","Newly repaired","1","Nor Norq"
"2424",76,3,58000,2.8,3,9,"Stone","Newly repaired","1","Nor Norq"
"2425",56,2,65000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"2426",67,2,45000,2.8,1,9,"Stone","Newly repaired","1","Avan"
"2427",66,2,42000,2.8,1,9,"Stone","Newly repaired","1","Avan"
"2428",67,2,50000,2.8,1,9,"Stone","Newly repaired","1","Avan"
"2429",94,3,50000,2.8,1,12,"Stone","Newly repaired","1","Nor Norq"
"2430",56,3,36000,2.8,1,5,"Stone","Newly repaired","1","Center"
"2431",78,3,76000,2.8,1,5,"Stone","Newly repaired","1","Arabkir"
"2432",107,4,102000,3,2,5,"Stone","Newly repaired","1","Arabkir"
"2433",65,2,79000,3,2,16,"Stone","Newly repaired","1","Arabkir"
"2434",84,3,65000,3,8,14,"Stone","Newly repaired","1","Arabkir"
"2435",82,4,88000,2.8,5,16,"Stone","Newly repaired","1","Center"
"2436",125,3,285000,3,3,5,"Stone","Newly repaired","1","Center"
"2437",80,3,83000,2.8,2,5,"Stone","Newly repaired","1","Arabkir"
"2438",85,3,65000,2.8,10,16,"Stone","Newly repaired","1","Arabkir"
"2439",89,3,69000,2.8,4,15,"Stone","Newly repaired","1","Arabkir"
"2440",140,4,280000,3,1,4,"Stone","Newly repaired","2","Center"
"2441",40,2,78000,2.8,2,9,"Stone","Newly repaired","1","Center"
"2442",78,2,165000,3.2,8,18,"Stone","Newly repaired","1","Center"
"2443",78,2,220000,3,14,18,"Stone","Newly repaired","1","Center"
"2444",103,3,160000,3,6,6,"Stone","Newly repaired","1","Center"
"2445",76,2,57000,3,14,15,"Stone","Newly repaired","1","Davtashen"
"2446",75,3,67000,2.6,2,4,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"2447",64,3,61000,2.8,1,5,"Stone","Newly repaired","1","Qanaqer-Zeytun"
"2448",40,1,49000,2.8,3,5,"Stone","Newly repaired","1","Arabkir"
